gene ID,log2FC,p-value
CGI_10001463,0.00445625,NA
CGI_10001466,0.102697819,NA
CGI_10001469,0.030633394,NA
CGI_10001475,-0.150566881,NA
CGI_10001477,0.244387944,NA
CGI_10001480,NA,NA
CGI_10001481,0.228329125,NA
CGI_10001484,NA,NA
CGI_10001485,-0.455079414,NA
CGI_10001487,NA,NA
CGI_10001494,-0.042450917,NA
CGI_10001495,0.030633394,NA
CGI_10001496,-0.290519095,NA
CGI_10001498,0.030633394,NA
CGI_10001502,0.079026903,NA
CGI_10001515,NA,NA
CGI_10001519,-0.059460331,NA
CGI_10001523,0.030633394,NA
CGI_10001525,0.030633394,NA
CGI_10001534,NA,NA
CGI_10001536,0.007254851,NA
CGI_10001537,0.033759999,NA
CGI_10001539,0.374530445,NA
CGI_10001540,-0.255685981,NA
CGI_10001543,0.300342594,NA
CGI_10001547,0.066377282,NA
CGI_10001548,-0.272078029,NA
CGI_10001555,-0.218631343,NA
CGI_10001570,NA,NA
CGI_10001575,NA,NA
CGI_10001576,-0.01808948,NA
CGI_10001578,-0.030855028,NA
CGI_10001586,0.205772778,NA
CGI_10001587,-0.026977915,NA
CGI_10001594,NA,NA
CGI_10001596,-0.054093365,NA
CGI_10001600,0.030633394,NA
CGI_10001602,-0.074269154,NA
CGI_10001605,0.044719568,NA
CGI_10001608,NA,NA
CGI_10001609,NA,NA
CGI_10001610,-0.046265804,NA
CGI_10001617,0.123460264,NA
CGI_10001621,-0.054975178,NA
CGI_10001624,NA,NA
CGI_10001629,0.007254851,NA
CGI_10001641,0.05499483,NA
CGI_10001642,-0.225815906,NA
CGI_10001649,-0.01808948,NA
CGI_10001655,0.088185496,NA
CGI_10001656,-0.074194795,NA
CGI_10001657,-0.002997843,NA
CGI_10001660,NA,NA
CGI_10001666,NA,NA
CGI_10001669,-0.149107681,NA
CGI_10001675,0.003383661,NA
CGI_10001682,NA,NA
CGI_10001685,0.030633394,NA
CGI_10001688,NA,NA
CGI_10001690,NA,NA
CGI_10001691,NA,NA
CGI_10001692,NA,NA
CGI_10001696,NA,NA
CGI_10001701,0.072590731,NA
CGI_10001704,-0.182978893,NA
CGI_10001706,-0.047437247,NA
CGI_10001708,-0.426170179,NA
CGI_10001717,0.059173252,NA
CGI_10001722,NA,NA
CGI_10001725,NA,NA
CGI_10001726,NA,NA
CGI_10001729,NA,NA
CGI_10001730,NA,NA
CGI_10001731,NA,NA
CGI_10001732,NA,NA
CGI_10001736,0.002684056,NA
CGI_10001738,NA,NA
CGI_10001744,0.007868447,NA
CGI_10001752,NA,NA
CGI_10001753,NA,NA
CGI_10001755,NA,NA
CGI_10001757,NA,NA
CGI_10001764,NA,NA
CGI_10001765,NA,NA
CGI_10001768,0.173866084,NA
CGI_10001769,NA,NA
CGI_10001770,NA,NA
CGI_10001771,0.030633394,NA
CGI_10001772,NA,NA
CGI_10001773,0.105539394,NA
CGI_10001777,-0.139459257,NA
CGI_10001778,-0.096977158,NA
CGI_10001782,0.040464992,NA
CGI_10001787,0.17126192,NA
CGI_10001791,-0.245019714,NA
CGI_10001796,0.062770459,NA
CGI_10001799,0.175369212,NA
CGI_10001800,-0.345556488,NA
CGI_10001809,NA,NA
CGI_10001810,0.030633394,NA
CGI_10001816,-0.142298776,NA
CGI_10001821,NA,NA
CGI_10001828,0.030633394,NA
CGI_10001831,NA,NA
CGI_10001833,NA,NA
CGI_10001841,0.103770581,NA
CGI_10001844,NA,NA
CGI_10001860,-0.022403658,NA
CGI_10001862,0.196914994,NA
CGI_10001864,-0.042450917,NA
CGI_10001865,NA,NA
CGI_10001866,NA,NA
CGI_10001867,-0.17416469,NA
CGI_10001879,-0.01808948,NA
CGI_10001880,-0.52581463,NA
CGI_10001881,0.209165936,NA
CGI_10001882,-0.132620101,NA
CGI_10001883,0.093227859,NA
CGI_10001884,0.030633394,NA
CGI_10001885,NA,NA
CGI_10001886,-0.090973087,NA
CGI_10001887,-0.003967405,NA
CGI_10001889,0.221398172,NA
CGI_10001891,0.194590092,NA
CGI_10001894,NA,NA
CGI_10001897,NA,NA
CGI_10001899,NA,NA
CGI_10001900,NA,NA
CGI_10001908,NA,NA
CGI_10001909,NA,NA
CGI_10001912,-0.026540295,NA
CGI_10001915,NA,NA
CGI_10001918,NA,NA
CGI_10001919,NA,NA
CGI_10001922,NA,NA
CGI_10001940,NA,NA
CGI_10001941,0.108126522,NA
CGI_10001944,NA,NA
CGI_10001945,NA,NA
CGI_10001946,NA,NA
CGI_10001948,NA,NA
CGI_10001949,NA,NA
CGI_10001952,NA,NA
CGI_10001953,-0.026977915,NA
CGI_10001954,NA,NA
CGI_10001955,NA,NA
CGI_10001957,NA,NA
CGI_10001959,NA,NA
CGI_10001960,NA,NA
CGI_10001961,NA,NA
CGI_10001962,-0.01808948,NA
CGI_10001964,NA,NA
CGI_10001965,NA,NA
CGI_10001967,-0.01808948,NA
CGI_10001968,NA,NA
CGI_10001972,0.031039812,NA
CGI_10001974,-0.066332062,NA
CGI_10001979,0.014551561,NA
CGI_10001980,-0.560117858,NA
CGI_10001982,0.120750683,NA
CGI_10001984,0.236911889,NA
CGI_10001986,-0.277971294,NA
CGI_10001988,NA,NA
CGI_10001989,NA,NA
CGI_10001990,-0.01808948,NA
CGI_10001991,NA,NA
CGI_10001993,NA,NA
CGI_10001995,NA,NA
CGI_10001996,NA,NA
CGI_10001997,NA,NA
CGI_10001998,NA,NA
CGI_10002000,NA,NA
CGI_10002001,NA,NA
CGI_10002002,NA,NA
CGI_10002003,NA,NA
CGI_10002004,NA,NA
CGI_10002006,NA,NA
CGI_10002020,0.493588942,NA
CGI_10002021,NA,NA
CGI_10002022,NA,NA
CGI_10002024,0.059448777,NA
CGI_10002031,0.01803042,NA
CGI_10002033,-0.111490839,NA
CGI_10002039,0.112332559,NA
CGI_10002042,NA,NA
CGI_10002043,NA,NA
CGI_10002045,-0.105373485,NA
CGI_10002053,NA,NA
CGI_10002056,NA,NA
CGI_10002058,NA,NA
CGI_10002059,NA,NA
CGI_10002063,NA,NA
CGI_10002073,NA,NA
CGI_10002074,-0.042450917,NA
CGI_10002078,NA,NA
CGI_10002080,NA,NA
CGI_10002081,NA,NA
CGI_10002082,NA,NA
CGI_10002089,NA,NA
CGI_10002090,NA,NA
CGI_10002091,NA,NA
CGI_10002094,NA,NA
CGI_10002096,NA,NA
CGI_10002099,-0.26706048,NA
CGI_10002106,-0.099074926,NA
CGI_10002112,0.053043202,NA
CGI_10002113,-0.858017385,NA
CGI_10002116,NA,NA
CGI_10002117,0.056566883,NA
CGI_10002118,NA,NA
CGI_10002120,0.030633394,NA
CGI_10002121,NA,NA
CGI_10002122,NA,NA
CGI_10002123,NA,NA
CGI_10002124,NA,NA
CGI_10002125,NA,NA
CGI_10002126,NA,NA
CGI_10002127,NA,NA
CGI_10002128,NA,NA
CGI_10002130,0.030633394,NA
CGI_10002132,0.030633394,NA
CGI_10002135,NA,NA
CGI_10002137,NA,NA
CGI_10002139,NA,NA
CGI_10002144,NA,NA
CGI_10002148,-0.176007683,NA
CGI_10002149,0.147219395,NA
CGI_10002152,0.208209155,NA
CGI_10002154,NA,NA
CGI_10002155,NA,NA
CGI_10002156,0.079347011,NA
CGI_10002158,NA,NA
CGI_10002159,-0.073370374,NA
CGI_10002162,-0.100283081,NA
CGI_10002163,-0.086603898,NA
CGI_10002165,-0.31059726,NA
CGI_10002166,-0.518065195,NA
CGI_10002167,0.062770459,NA
CGI_10002175,NA,NA
CGI_10002176,0.097461169,NA
CGI_10002177,-0.204225894,NA
CGI_10002185,0.246256296,NA
CGI_10002186,NA,NA
CGI_10002188,NA,NA
CGI_10002194,-0.381025911,NA
CGI_10002195,0.18178323,NA
CGI_10002198,NA,NA
CGI_10002199,NA,NA
CGI_10002201,NA,NA
CGI_10002204,NA,NA
CGI_10002205,NA,NA
CGI_10002209,NA,NA
CGI_10002213,NA,NA
CGI_10002221,-0.180137246,NA
CGI_10002222,0.018548731,NA
CGI_10002223,0.5544619,NA
CGI_10002235,-0.187879448,NA
CGI_10002236,-0.01808948,NA
CGI_10002244,0.047187766,NA
CGI_10002245,0.10469587,NA
CGI_10002258,-0.277655228,NA
CGI_10002259,-0.065277046,NA
CGI_10002260,0.060387987,NA
CGI_10002262,NA,NA
CGI_10002273,NA,NA
CGI_10002275,NA,NA
CGI_10002277,NA,NA
CGI_10002284,-0.312246091,NA
CGI_10002286,-0.042498424,NA
CGI_10002288,0.27724411,NA
CGI_10002300,NA,NA
CGI_10002301,-0.162734292,NA
CGI_10002302,-0.432747867,NA
CGI_10002305,-0.429668433,NA
CGI_10002312,0.030633394,NA
CGI_10002323,0.05499483,NA
CGI_10002325,-0.188695267,NA
CGI_10002326,-0.346194433,NA
CGI_10002327,NA,NA
CGI_10002333,-0.178547731,NA
CGI_10002336,0.019381125,NA
CGI_10002337,NA,NA
CGI_10002344,0.030633394,NA
CGI_10002353,0.659007953,NA
CGI_10002355,0.030633394,NA
CGI_10002356,NA,NA
CGI_10002357,NA,NA
CGI_10002364,NA,NA
CGI_10002365,-0.50735324,NA
CGI_10002368,-0.169312533,NA
CGI_10002369,0.090032328,NA
CGI_10002371,-0.239369473,NA
CGI_10002373,-0.057963927,NA
CGI_10002380,0.264955669,NA
CGI_10002392,0.122296112,NA
CGI_10002393,NA,NA
CGI_10002398,0.236796639,NA
CGI_10002399,0.053397857,NA
CGI_10002400,0.180471309,NA
CGI_10002401,-0.169061793,NA
CGI_10002404,NA,NA
CGI_10002408,0.154436071,NA
CGI_10002417,NA,NA
CGI_10002418,NA,NA
CGI_10002423,0.267990836,NA
CGI_10002424,0.337288206,NA
CGI_10002437,0.051811697,NA
CGI_10002442,-0.1822919,NA
CGI_10002448,-0.115731491,NA
CGI_10002460,0.142948656,NA
CGI_10002463,-0.072672017,NA
CGI_10002470,NA,NA
CGI_10002471,NA,NA
CGI_10002473,-0.129275113,NA
CGI_10002481,-0.070651332,NA
CGI_10002482,-0.022696496,NA
CGI_10002483,0.030633394,NA
CGI_10002485,0.057570143,NA
CGI_10002486,0.072590731,NA
CGI_10002489,-0.12780442,NA
CGI_10002490,-0.329307829,NA
CGI_10002492,0.201410307,NA
CGI_10002493,0.062201392,NA
CGI_10002495,NA,NA
CGI_10002496,0.140631858,NA
CGI_10002497,0.08760815,NA
CGI_10002499,-0.085139221,NA
CGI_10002500,NA,NA
CGI_10002511,-0.100540578,NA
CGI_10002517,NA,NA
CGI_10002522,NA,NA
CGI_10002530,0.044653044,NA
CGI_10002532,0.114440773,NA
CGI_10002534,0.437867129,NA
CGI_10002535,NA,NA
CGI_10002536,0.312883869,NA
CGI_10002537,NA,NA
CGI_10002538,0.277887564,NA
CGI_10002539,0.030633394,NA
CGI_10002540,0.030633394,NA
CGI_10002551,NA,NA
CGI_10002552,NA,NA
CGI_10002554,0.048091948,NA
CGI_10002555,-0.091712393,NA
CGI_10002559,0.006271957,NA
CGI_10002560,-0.01808948,NA
CGI_10002562,-0.01808948,NA
CGI_10002571,0.030633394,NA
CGI_10002575,0.369188067,NA
CGI_10002577,0.063733047,NA
CGI_10002578,0.022237262,NA
CGI_10002579,0.062770459,NA
CGI_10002580,NA,NA
CGI_10002581,0.081889239,NA
CGI_10002588,0.030633394,NA
CGI_10002597,-0.104014357,NA
CGI_10002598,0.097321824,NA
CGI_10002602,-0.066059238,NA
CGI_10002609,-0.012771279,NA
CGI_10002611,NA,NA
CGI_10002613,0.034320453,NA
CGI_10002614,-0.09345912,NA
CGI_10002618,-0.29522041,NA
CGI_10002622,0.055469932,NA
CGI_10002623,0.030633394,NA
CGI_10002624,-0.042450917,NA
CGI_10002632,-0.081494604,NA
CGI_10002633,-0.152687014,NA
CGI_10002634,0.125229295,NA
CGI_10002635,NA,NA
CGI_10002637,NA,NA
CGI_10002638,0.114662893,NA
CGI_10002656,-0.030660176,NA
CGI_10002668,0.067429195,NA
CGI_10002669,0.020941017,NA
CGI_10002670,0.172908961,NA
CGI_10002677,-0.003703058,NA
CGI_10002678,0.057831907,NA
CGI_10002679,0.113536895,NA
CGI_10002680,NA,NA
CGI_10002682,0.327937666,NA
CGI_10002683,0.007477022,NA
CGI_10002684,NA,NA
CGI_10002685,NA,NA
CGI_10002692,0.047187766,NA
CGI_10002710,0.011549261,NA
CGI_10002711,0.006271957,NA
CGI_10002712,0.065110744,NA
CGI_10002713,-0.299851564,NA
CGI_10002735,-0.080849156,NA
CGI_10002739,-0.459004816,NA
CGI_10002740,-0.081146922,NA
CGI_10002744,0.143953387,NA
CGI_10002746,-0.12780442,NA
CGI_10002747,-0.320504061,NA
CGI_10002752,0.038636663,NA
CGI_10002759,-0.042450917,NA
CGI_10002761,0.102572941,NA
CGI_10002765,-0.241872366,NA
CGI_10002769,0.195667347,NA
CGI_10002770,NA,NA
CGI_10002771,0.020619235,NA
CGI_10002773,NA,NA
CGI_10002775,0.296496413,NA
CGI_10002776,-0.042450917,NA
CGI_10002777,0.327937666,NA
CGI_10002778,0.205479393,NA
CGI_10002779,0.013945048,NA
CGI_10002785,NA,NA
CGI_10002793,0.002122408,NA
CGI_10002797,0.039980593,NA
CGI_10002801,0.062770459,NA
CGI_10002802,0.030633394,NA
CGI_10002803,-0.01808948,NA
CGI_10002804,-0.017557753,NA
CGI_10002816,0.035810909,NA
CGI_10002820,-0.097841082,NA
CGI_10002828,0.172563473,NA
CGI_10002829,0.110668839,NA
CGI_10002831,0.042346034,NA
CGI_10002833,0.423103549,NA
CGI_10002843,NA,NA
CGI_10002844,-0.022837794,NA
CGI_10002846,NA,NA
CGI_10002847,NA,NA
CGI_10002850,-0.21174417,NA
CGI_10002851,-0.136618151,NA
CGI_10002855,0.025763192,NA
CGI_10002856,NA,NA
CGI_10002857,0.077420662,NA
CGI_10002858,-0.020867383,NA
CGI_10002869,-0.250986798,NA
CGI_10002875,-0.026871638,NA
CGI_10002876,0.248089191,NA
CGI_10002882,0.05499483,NA
CGI_10002883,-0.144798664,NA
CGI_10002884,-0.030855028,NA
CGI_10002885,NA,NA
CGI_10002886,0.007868447,NA
CGI_10002887,-0.095834826,NA
CGI_10002889,NA,NA
CGI_10002891,0.077459002,NA
CGI_10002897,-0.01808948,NA
CGI_10002902,NA,NA
CGI_10002908,0.093480782,NA
CGI_10002911,0.171259327,NA
CGI_10002915,0.177980604,NA
CGI_10002927,0.061658482,NA
CGI_10002933,NA,NA
CGI_10002936,-0.31813043,NA
CGI_10002941,0.560733236,NA
CGI_10002944,NA,NA
CGI_10002948,-0.180945249,NA
CGI_10002953,-0.062494776,NA
CGI_10002956,-0.169627952,NA
CGI_10002957,-0.000831988,NA
CGI_10002958,0.208667044,NA
CGI_10002960,0.061604546,NA
CGI_10002966,0.981791586,NA
CGI_10002967,-0.045077256,NA
CGI_10002969,-0.046265804,NA
CGI_10002974,0.008167431,NA
CGI_10002977,0.030633394,NA
CGI_10002978,-0.441821878,NA
CGI_10002988,-0.049195304,NA
CGI_10002991,-0.001483537,NA
CGI_10003003,-0.076076364,NA
CGI_10003010,-0.285598825,NA
CGI_10003011,-0.278582238,NA
CGI_10003015,0.030633394,NA
CGI_10003023,-0.05895873,NA
CGI_10003024,0.030633394,NA
CGI_10003027,0.012114493,NA
CGI_10003029,0.030633394,NA
CGI_10003030,NA,NA
CGI_10003033,NA,NA
CGI_10003035,NA,NA
CGI_10003036,NA,NA
CGI_10003037,0.142670563,NA
CGI_10003038,NA,NA
CGI_10003040,-0.026540295,NA
CGI_10003045,NA,NA
CGI_10003046,-0.01808948,NA
CGI_10003048,-0.016898195,NA
CGI_10003049,-0.15856507,NA
CGI_10003054,0.159813485,NA
CGI_10003067,0.000111752,NA
CGI_10003070,0.346104692,NA
CGI_10003074,0.030633394,NA
CGI_10003075,-0.280315251,NA
CGI_10003078,0.243746082,NA
CGI_10003081,-0.14125455,NA
CGI_10003089,-0.03231259,NA
CGI_10003090,-0.029581654,NA
CGI_10003091,0.030633394,NA
CGI_10003099,0.012114493,NA
CGI_10003102,-0.044737876,NA
CGI_10003108,-0.027054792,NA
CGI_10003109,0.213787164,NA
CGI_10003115,-0.125687374,NA
CGI_10003128,-0.083167385,NA
CGI_10003129,NA,NA
CGI_10003136,0.030633394,NA
CGI_10003144,-0.369270552,NA
CGI_10003147,NA,NA
CGI_10003148,NA,NA
CGI_10003152,-0.01808948,NA
CGI_10003155,0.059448777,NA
CGI_10003166,-0.024583754,NA
CGI_10003168,NA,NA
CGI_10003177,0.138514248,NA
CGI_10003178,0.286127525,NA
CGI_10003187,0.019142914,NA
CGI_10003188,0.001937364,NA
CGI_10003189,0.006431332,NA
CGI_10003203,0.139399806,NA
CGI_10003204,-0.132793301,NA
CGI_10003213,0.286071098,NA
CGI_10003216,0.042346034,NA
CGI_10003217,NA,NA
CGI_10003221,-0.174528799,NA
CGI_10003229,NA,NA
CGI_10003232,NA,NA
CGI_10003236,-0.043033516,NA
CGI_10003237,-0.091728525,NA
CGI_10003246,-0.162703245,NA
CGI_10003247,-0.172599363,NA
CGI_10003248,-0.085797229,NA
CGI_10003252,-0.025114037,NA
CGI_10003256,-0.002822035,NA
CGI_10003257,-0.254869217,NA
CGI_10003260,-0.434944147,NA
CGI_10003261,0.089639298,NA
CGI_10003283,0.33554187,NA
CGI_10003290,0.05499483,NA
CGI_10003291,-0.01808948,NA
CGI_10003292,0.142813444,NA
CGI_10003295,-0.087993949,NA
CGI_10003297,0.06048452,NA
CGI_10003302,-0.507089879,NA
CGI_10003304,-0.26852263,NA
CGI_10003313,0.14088266,NA
CGI_10003314,0.018781134,NA
CGI_10003315,0.074885346,NA
CGI_10003324,-0.225089743,NA
CGI_10003325,0.103333411,NA
CGI_10003329,0.062921177,NA
CGI_10003333,-0.019599237,NA
CGI_10003335,-0.166175804,NA
CGI_10003340,0.030633394,NA
CGI_10003350,0.580167192,NA
CGI_10003353,NA,NA
CGI_10003357,0.012114493,NA
CGI_10003358,-0.056289065,NA
CGI_10003360,0.07396871,NA
CGI_10003364,NA,NA
CGI_10003370,0.06048452,NA
CGI_10003374,NA,NA
CGI_10003383,-0.170418534,NA
CGI_10003386,0.200535718,NA
CGI_10003389,-0.127157977,NA
CGI_10003394,-0.262758867,NA
CGI_10003398,NA,NA
CGI_10003399,NA,NA
CGI_10003405,0.079007468,NA
CGI_10003411,0.144158164,NA
CGI_10003412,0.05499483,NA
CGI_10003413,0.322564731,NA
CGI_10003420,NA,NA
CGI_10003427,NA,NA
CGI_10003428,NA,NA
CGI_10003429,0.387750953,NA
CGI_10003437,0.191497786,NA
CGI_10003447,-0.043146825,NA
CGI_10003451,NA,NA
CGI_10003459,-0.013071352,NA
CGI_10003460,0.108409066,NA
CGI_10003466,-0.471424765,NA
CGI_10003478,0.428245823,NA
CGI_10003486,NA,NA
CGI_10003488,-0.194246913,NA
CGI_10003489,0.104829159,NA
CGI_10003493,NA,NA
CGI_10003494,NA,NA
CGI_10003495,-0.200802317,NA
CGI_10003497,0.024646496,NA
CGI_10003498,0.015239827,NA
CGI_10003500,-0.183247029,NA
CGI_10003501,0.121220238,NA
CGI_10003502,NA,NA
CGI_10003503,0.062770459,NA
CGI_10003504,-0.088423403,NA
CGI_10003505,0.190086782,NA
CGI_10003506,NA,NA
CGI_10003513,-0.149788527,NA
CGI_10003518,0.128512419,NA
CGI_10003520,0.10469587,NA
CGI_10003522,-0.201463033,NA
CGI_10003537,NA,NA
CGI_10003544,-0.061732179,NA
CGI_10003545,-0.412148421,NA
CGI_10003550,-0.106040881,NA
CGI_10003557,NA,NA
CGI_10003559,-0.066156147,NA
CGI_10003567,-0.017688671,NA
CGI_10003568,-0.087157324,NA
CGI_10003575,-0.229565187,NA
CGI_10003576,0.054073655,NA
CGI_10003577,NA,NA
CGI_10003582,0.484230467,NA
CGI_10003587,0.030633394,NA
CGI_10003606,-0.042450917,NA
CGI_10003610,0.07597668,NA
CGI_10003611,0.077628092,NA
CGI_10003630,0.18379558,NA
CGI_10003644,-0.0092755,NA
CGI_10003653,-0.267773203,NA
CGI_10003655,-0.151947365,NA
CGI_10003656,-0.261474807,NA
CGI_10003659,0.096902651,NA
CGI_10003672,-0.037161852,NA
CGI_10003673,-0.01808948,NA
CGI_10003674,0.104513268,NA
CGI_10003677,0.152819521,NA
CGI_10003678,NA,NA
CGI_10003679,NA,NA
CGI_10003680,0.05499483,NA
CGI_10003681,NA,NA
CGI_10003682,0.030633394,NA
CGI_10003683,0.331690402,NA
CGI_10003685,0.063803431,NA
CGI_10003686,-0.112630653,NA
CGI_10003687,NA,NA
CGI_10003690,0.136427175,NA
CGI_10003705,-0.036022116,NA
CGI_10003707,-0.001108099,NA
CGI_10003708,0.056012972,NA
CGI_10003709,-0.426435293,NA
CGI_10003713,-0.321424436,NA
CGI_10003716,-0.125012661,NA
CGI_10003725,-0.190000529,NA
CGI_10003726,-0.002769382,NA
CGI_10003727,-0.077576838,NA
CGI_10003735,-0.398906095,NA
CGI_10003737,0.03237144,NA
CGI_10003739,-0.032208794,NA
CGI_10003747,0.140026445,NA
CGI_10003748,0.221585966,NA
CGI_10003754,0.030633394,NA
CGI_10003757,NA,NA
CGI_10003761,NA,NA
CGI_10003775,NA,NA
CGI_10003781,NA,NA
CGI_10003782,NA,NA
CGI_10003784,NA,NA
CGI_10003788,0.030633394,NA
CGI_10003789,0.523301179,NA
CGI_10003790,NA,NA
CGI_10003791,0.073073703,NA
CGI_10003792,0.16598179,NA
CGI_10003793,0.619014731,NA
CGI_10003803,0.006431332,NA
CGI_10003804,0.13023332,NA
CGI_10003805,-0.01808948,NA
CGI_10003808,0.182611818,NA
CGI_10003811,0.116413477,NA
CGI_10003822,-0.042498424,NA
CGI_10003827,-0.004180921,NA
CGI_10003835,-0.73612722,NA
CGI_10003836,-0.180160975,NA
CGI_10003846,NA,NA
CGI_10003847,-0.32500708,NA
CGI_10003852,0.081814778,NA
CGI_10003858,-0.299004355,NA
CGI_10003861,-0.022837794,NA
CGI_10003867,-0.076420307,NA
CGI_10003875,-0.187366599,NA
CGI_10003882,-0.042498424,NA
CGI_10003884,NA,NA
CGI_10003885,NA,NA
CGI_10003888,-0.063776316,NA
CGI_10003902,-0.01808948,NA
CGI_10003903,NA,NA
CGI_10003908,-0.068699961,NA
CGI_10003909,0.194709801,NA
CGI_10003917,NA,NA
CGI_10003934,-0.281304131,NA
CGI_10003935,NA,NA
CGI_10003937,-0.089695637,NA
CGI_10003947,-0.147921261,NA
CGI_10003952,NA,NA
CGI_10003953,NA,NA
CGI_10003955,NA,NA
CGI_10003965,NA,NA
CGI_10003973,-0.024302643,NA
CGI_10003974,0.005600063,NA
CGI_10003975,-0.051555771,NA
CGI_10003978,NA,NA
CGI_10003981,-0.076076364,NA
CGI_10003985,0.030633394,NA
CGI_10003986,0.047019079,NA
CGI_10003995,-0.253310031,NA
CGI_10004007,-0.369999265,NA
CGI_10004010,-0.224946946,NA
CGI_10004011,0.214700594,NA
CGI_10004014,-0.028763149,NA
CGI_10004016,0.248774437,NA
CGI_10004017,0.193545849,NA
CGI_10004019,-0.01808948,NA
CGI_10004020,-0.353491298,NA
CGI_10004024,0.157607523,NA
CGI_10004031,-0.323629606,NA
CGI_10004032,0.151624595,NA
CGI_10004033,0.173394762,NA
CGI_10004037,0.107432501,NA
CGI_10004039,0.190137755,NA
CGI_10004040,0.190468888,NA
CGI_10004041,-0.065193027,NA
CGI_10004045,0.219137282,NA
CGI_10004047,-0.076002278,NA
CGI_10004048,NA,NA
CGI_10004051,-0.059029484,NA
CGI_10004055,NA,NA
CGI_10004056,NA,NA
CGI_10004071,0.119161455,NA
CGI_10004073,-0.17763767,NA
CGI_10004080,NA,NA
CGI_10004082,0.046289618,NA
CGI_10004083,-0.01808948,NA
CGI_10004084,-0.120497497,NA
CGI_10004104,0.115196718,NA
CGI_10004116,0.813738485,NA
CGI_10004117,NA,NA
CGI_10004119,NA,NA
CGI_10004120,0.030633394,NA
CGI_10004121,0.007634597,NA
CGI_10004135,-0.097799588,NA
CGI_10004149,-0.149504059,NA
CGI_10004150,-0.178492172,NA
CGI_10004158,0.588027396,NA
CGI_10004171,0.003240646,NA
CGI_10004172,0.373965211,NA
CGI_10004182,-0.484594372,NA
CGI_10004184,NA,NA
CGI_10004185,-0.066944089,NA
CGI_10004189,NA,NA
CGI_10004190,0.10469587,NA
CGI_10004191,-0.006351334,NA
CGI_10004194,NA,NA
CGI_10004195,0.276899865,NA
CGI_10004199,-0.197160049,NA
CGI_10004200,0.167409114,NA
CGI_10004206,-0.060715667,NA
CGI_10004212,-0.050862449,NA
CGI_10004226,-0.031899097,NA
CGI_10004230,-0.215275257,NA
CGI_10004234,NA,NA
CGI_10004235,0.44863287,NA
CGI_10004236,0.188461538,NA
CGI_10004237,-0.709866616,NA
CGI_10004239,0.238184706,NA
CGI_10004243,-0.319317372,NA
CGI_10004248,0.10261829,NA
CGI_10004249,0.06876663,NA
CGI_10004254,NA,NA
CGI_10004257,-0.099309678,NA
CGI_10004258,NA,NA
CGI_10004266,-0.19806946,NA
CGI_10004270,0.254720613,NA
CGI_10004275,-0.378631146,NA
CGI_10004279,NA,NA
CGI_10004282,-0.169444608,NA
CGI_10004283,-0.270313423,NA
CGI_10004287,0.047187766,NA
CGI_10004305,NA,NA
CGI_10004306,-0.290014572,NA
CGI_10004310,-0.314893697,NA
CGI_10004311,0.024929177,NA
CGI_10004312,0.007634597,NA
CGI_10004313,0.298038816,NA
CGI_10004315,0.007634597,NA
CGI_10004316,-0.288968687,NA
CGI_10004320,-0.101400894,NA
CGI_10004323,NA,NA
CGI_10004324,-0.008235285,NA
CGI_10004326,-0.071904674,NA
CGI_10004337,0.043594285,NA
CGI_10004339,0.059362102,NA
CGI_10004349,-0.234954025,NA
CGI_10004350,0.044653044,NA
CGI_10004351,NA,NA
CGI_10004352,-0.539025239,NA
CGI_10004354,NA,NA
CGI_10004356,NA,NA
CGI_10004358,NA,NA
CGI_10004359,0.100019326,NA
CGI_10004366,0.081024918,NA
CGI_10004367,0.013928055,NA
CGI_10004368,0.332454321,NA
CGI_10004373,-0.352071584,NA
CGI_10004378,NA,NA
CGI_10004379,0.030633394,NA
CGI_10004380,-0.04372943,NA
CGI_10004382,0.026831449,NA
CGI_10004386,0.050556731,NA
CGI_10004389,-0.01808948,NA
CGI_10004390,NA,NA
CGI_10004391,NA,NA
CGI_10004393,NA,NA
CGI_10004400,0.129533413,NA
CGI_10004403,-0.04521743,NA
CGI_10004413,NA,NA
CGI_10004414,0.202452105,NA
CGI_10004419,NA,NA
CGI_10004420,0.018343732,NA
CGI_10004425,-0.533158818,NA
CGI_10004426,-0.028739432,NA
CGI_10004430,0.224550001,NA
CGI_10004439,NA,NA
CGI_10004442,-0.079798259,NA
CGI_10004465,0.01235292,NA
CGI_10004470,-0.01808948,NA
CGI_10004476,-0.052481241,NA
CGI_10004481,-0.01808948,NA
CGI_10004492,NA,NA
CGI_10004493,0.061604546,NA
CGI_10004494,-0.042498424,NA
CGI_10004495,0.046949144,NA
CGI_10004496,-0.147277846,NA
CGI_10004498,0.101233687,NA
CGI_10004500,0.046848846,NA
CGI_10004501,-0.299017423,NA
CGI_10004508,NA,NA
CGI_10004509,NA,NA
CGI_10004510,0.225340642,NA
CGI_10004522,NA,NA
CGI_10004525,0.271299283,NA
CGI_10004529,0.032560671,NA
CGI_10004531,0.077191798,NA
CGI_10004551,-0.118987061,NA
CGI_10004559,0.030633394,NA
CGI_10004568,0.243126943,NA
CGI_10004569,0.137062026,NA
CGI_10004580,NA,NA
CGI_10004581,NA,NA
CGI_10004586,NA,NA
CGI_10004587,0.030633394,NA
CGI_10004600,0.174214537,NA
CGI_10004602,NA,NA
CGI_10004603,0.202796397,NA
CGI_10004607,NA,NA
CGI_10004615,NA,NA
