gene ID,log2FC,p-value
CGI_10012616,-0.261417347,0.128451044
CGI_10006725,0.473831468,0.128452522
CGI_10012478,0.416540777,0.128452522
CGI_10003642,0.378650056,0.128574465
CGI_10006430,0.230811896,0.128574465
CGI_10019645,0.530877372,0.128574465
CGI_10011023,0.518772713,0.128732212
CGI_10024998,0.265394016,0.128809376
CGI_10004272,-0.284706643,0.128834317
CGI_10002568,0.185532282,0.128892401
CGI_10025758,-0.250758306,0.128895913
CGI_10027858,0.224294522,0.129080459
CGI_10008687,0.514364741,0.12912242
CGI_10027363,-0.315684691,0.129206587
CGI_10018261,-0.203173825,0.12934661
CGI_10007792,-0.226327106,0.129439487
CGI_10010406,-0.365172437,0.12944072
CGI_10001306,-0.581089118,0.129509573
CGI_10002647,-0.201406476,0.129509573
CGI_10017912,-0.583167876,0.129509573
CGI_10027983,0.228935377,0.129509573
CGI_10015715,-0.22823471,0.129705403
CGI_10012741,0.219213694,0.129978636
CGI_10016342,0.271006688,0.129983777
CGI_10009490,0.659950914,0.130276084
CGI_10012465,-0.448916919,0.130276084
CGI_10004896,-0.516931427,0.130429425
CGI_10015684,-0.317006806,0.13065745
CGI_10019436,0.520457444,0.130831474
CGI_10025648,-0.380925882,0.130831474
CGI_10009370,0.38196477,0.130935598
CGI_10022613,-0.53436588,0.130935598
CGI_10000682,-0.328700579,0.131030716
CGI_10001325,0.256427532,0.131106899
CGI_10020952,-0.316961673,0.131106899
CGI_10027125,0.371697293,0.131159538
CGI_10017454,-0.187222814,0.131246058
CGI_10005847,-0.227146253,0.131267131
CGI_10010574,0.25606224,0.131267131
CGI_10021630,-0.389636932,0.131327825
CGI_10016302,0.37597292,0.13132808
CGI_10022166,-0.291810587,0.13132808
CGI_10023433,0.24230852,0.13132808
CGI_10025024,-0.340546122,0.131354516
CGI_10006105,0.297643044,0.13140863
CGI_10012894,-0.371639786,0.13140863
CGI_10023216,-0.569329659,0.13140863
CGI_10003220,0.308420389,0.131425529
CGI_10004506,0.68693523,0.131425529
CGI_10005344,0.198133158,0.131425529
CGI_10007187,-0.347607669,0.131425529
CGI_10010022,-0.442969168,0.131425529
CGI_10015401,-0.211535942,0.131425529
CGI_10015819,-0.390740019,0.131425529
CGI_10018537,0.491298989,0.131557316
CGI_10019900,0.618130938,0.131680081
CGI_10022684,-0.70068384,0.131680081
CGI_10016844,-0.693011744,0.131773373
CGI_10014643,-0.283769772,0.131872142
CGI_10021194,0.380322654,0.131941781
CGI_10002170,0.514625433,0.131963845
CGI_10010367,-0.205887804,0.131963845
CGI_10017210,0.369730526,0.131963845
CGI_10025835,-0.243740374,0.131963845
CGI_10021468,0.291561757,0.132046933
CGI_10015319,0.621944943,0.132103347
CGI_10015908,-0.411302396,0.132103347
CGI_10009102,0.315090019,0.132262411
CGI_10009556,0.702808328,0.132303183
CGI_10010529,-0.211340082,0.132303183
CGI_10020359,0.688455755,0.132303183
CGI_10024180,-0.233525199,0.132303183
CGI_10001719,0.40272229,0.132330187
CGI_10005381,-0.224052265,0.132430861
CGI_10012064,-0.496344452,0.132430861
CGI_10018774,-0.511637459,0.132901547
CGI_10015495,0.259391819,0.132944097
CGI_10022048,-0.634861456,0.132944097
CGI_10022070,0.283728853,0.133177936
CGI_10011411,-0.313063122,0.133230538
CGI_10013672,-0.307826048,0.133472798
CGI_10007129,-0.339286251,0.133489966
CGI_10011095,-0.218477114,0.133489966
CGI_10007159,-0.44321707,0.133518024
CGI_10007908,0.264622924,0.133606041
CGI_10015138,-0.305468915,0.133618546
CGI_10025695,-0.295809994,0.133627634
CGI_10016728,-0.631063522,0.133630958
CGI_10016765,-0.197316946,0.133630958
CGI_10021238,0.474410781,0.133630958
CGI_10011630,0.216853444,0.133836924
CGI_10020127,0.252100125,0.133836924
CGI_10005909,-0.27655889,0.133896383
CGI_10010470,-0.649682053,0.134040291
CGI_10013419,-0.446595119,0.134221744
CGI_10020985,-0.36662491,0.134246284
CGI_10027707,0.212061666,0.13432465
CGI_10013097,-0.314072793,0.134351702
CGI_10026562,-0.327777303,0.134351702
CGI_10006657,-0.407733638,0.134383774
CGI_10016538,-0.246379369,0.134383774
CGI_10008703,-0.221420829,0.134421751
CGI_10004575,0.271064572,0.134441398
CGI_10022342,-0.569133278,0.134443763
CGI_10023210,-0.180979929,0.134443763
CGI_10019691,-0.676191839,0.134549061
CGI_10025803,0.401617636,0.134549061
CGI_10006772,-0.189703226,0.134555315
CGI_10010847,0.402040023,0.134555315
CGI_10014280,-0.410755913,0.134555315
CGI_10020097,0.222476847,0.134555315
CGI_10022058,-0.269488853,0.134555315
CGI_10024835,-0.324516458,0.134555315
CGI_10026980,-0.206608339,0.134555315
CGI_10019531,-0.248206205,0.134558761
CGI_10023931,-0.410755331,0.134558761
CGI_10019128,-0.330154982,0.134629027
CGI_10003523,0.327653386,0.134637506
CGI_10011751,0.26753141,0.134638041
CGI_10016213,-0.252827965,0.134638041
CGI_10018871,-0.248511624,0.134638041
CGI_10016297,-0.266240701,0.134830238
CGI_10004491,-0.387734741,0.13497359
CGI_10012562,0.3998095,0.13497359
CGI_10011555,0.267841337,0.1352118
CGI_10019257,-0.285529968,0.135375099
CGI_10014922,-0.302772483,0.13539895
CGI_10011398,-0.388820623,0.135595554
CGI_10010647,0.6996126,0.135649577
CGI_10022806,-0.233633918,0.135962992
CGI_10009355,0.187936234,0.13605533
CGI_10004820,0.275035968,0.136395533
CGI_10005218,0.261614217,0.136531322
CGI_10026284,0.244101253,0.136603217
CGI_10027023,0.248216346,0.136614133
CGI_10026603,0.258542022,0.136660401
CGI_10006997,-0.357777125,0.136690633
CGI_10014893,0.678929969,0.13674129
CGI_10021679,-0.182308628,0.13674129
CGI_10025343,-0.30062508,0.13674129
CGI_10026745,0.605259913,0.13674129
CGI_10022000,0.203270549,0.136744525
CGI_10023917,0.52325232,0.136966016
CGI_10015507,0.212915045,0.137102706
CGI_10017750,-0.515704034,0.137102706
CGI_10016626,-0.326265423,0.137243977
CGI_10006130,-0.228478446,0.137433211
CGI_10002714,-0.553023061,0.137554952
CGI_10005694,-0.470765067,0.137554952
CGI_10014276,0.379251531,0.137554952
CGI_10023182,-0.200969093,0.137554952
CGI_10009082,-0.43164663,0.137917893
CGI_10015296,-0.612614878,0.137950416
CGI_10025949,-0.281840092,0.138087653
CGI_10025644,0.2816393,0.13824072
CGI_10003470,-0.53127539,0.138377922
CGI_10004178,-0.432626021,0.138507398
CGI_10006888,-0.294631687,0.138507398
CGI_10007518,0.303292254,0.138659038
CGI_10028575,0.237030704,0.138659038
CGI_10014938,-0.197453744,0.138733201
CGI_10005426,0.391263122,0.138924756
CGI_10025470,0.264921717,0.138924756
CGI_10016376,0.554174134,0.139108388
CGI_10018734,0.419739868,0.139157723
CGI_10028744,0.186535624,0.139508384
CGI_10025361,-0.339769158,0.139707613
CGI_10003883,0.44797545,0.139728322
CGI_10014207,0.257216971,0.139783012
CGI_10015132,-0.498516385,0.139783012
CGI_10025207,-0.269696192,0.139783012
CGI_10028235,-0.338555426,0.139783012
CGI_10027085,-0.415568296,0.139834535
CGI_10005862,-0.300755513,0.139966153
CGI_10006565,-0.475819623,0.139966153
CGI_10007210,0.185995724,0.140111371
CGI_10015905,0.488814766,0.140111371
CGI_10010686,-0.428726725,0.140117776
CGI_10020611,-0.496925982,0.140117776
CGI_10019345,-0.605949494,0.140176795
CGI_10001251,-0.528925969,0.140375918
CGI_10004949,0.252140037,0.140375918
CGI_10012965,0.198151244,0.140375918
CGI_10020601,-0.544702281,0.140609812
CGI_10008405,-0.227604956,0.140640442
CGI_10001847,-0.286084258,0.140666384
CGI_10000038,0.571497926,0.140789555
CGI_10006570,-0.262654327,0.140789555
CGI_10005193,-0.606260912,0.141085104
CGI_10011135,0.428176818,0.141170988
CGI_10011287,0.368642877,0.141201825
CGI_10004552,0.300942843,0.141344159
CGI_10021563,0.179279384,0.141496647
CGI_10010965,0.270209651,0.141519107
CGI_10013214,0.295155141,0.141519107
CGI_10021076,0.396311936,0.141519107
CGI_10009347,-0.540487931,0.141550403
CGI_10025568,-0.450945738,0.141550403
CGI_10022989,-0.290235511,0.141651055
CGI_10003585,-0.593503642,0.141879625
CGI_10026596,-0.518954568,0.142076666
CGI_10002488,0.511447679,0.142261136
CGI_10014201,-0.243751914,0.142275993
CGI_10021725,0.33856437,0.142332798
CGI_10015075,-0.231768904,0.142393443
CGI_10011510,0.43741177,0.142453549
CGI_10013447,0.184413989,0.142453549
CGI_10024482,-0.534944845,0.142554083
CGI_10012264,-0.533532969,0.142606965
CGI_10019572,-0.496620747,0.14264298
CGI_10019328,-0.30099168,0.142647541
CGI_10002361,0.231573478,0.142764099
CGI_10024575,-0.454980283,0.142837545
CGI_10002025,0.260828681,0.143040066
CGI_10007903,0.515823087,0.143040066
CGI_10010765,0.250675695,0.143067527
CGI_10001639,0.411223058,0.143144632
CGI_10015112,-0.18343765,0.143144632
CGI_10017721,0.185102048,0.143237159
CGI_10020648,-0.626688405,0.143237159
CGI_10024874,0.296902846,0.143238694
CGI_10015097,0.26793173,0.143260949
CGI_10009957,-0.513417615,0.143399453
CGI_10006504,-0.418805673,0.143440667
CGI_10014663,0.217014462,0.143599777
CGI_10023401,-0.309692646,0.143599777
CGI_10011658,-0.622630923,0.143650849
CGI_10023648,-0.290249072,0.143950693
CGI_10027341,-0.336034496,0.143950693
CGI_10003424,-0.364210113,0.143958774
CGI_10004058,-0.24923487,0.144083756
CGI_10003926,-0.58152509,0.144242768
CGI_10004446,0.262467244,0.144242768
CGI_10012136,0.645089009,0.144242768
CGI_10020830,-0.656677314,0.144242768
CGI_10023147,0.307514623,0.144242768
CGI_10024455,0.659235764,0.144242768
CGI_10006255,-0.536926758,0.144345778
CGI_10006194,-0.435630163,0.144372192
CGI_10023939,-0.252987449,0.144399806
CGI_10002724,-0.291268138,0.144451029
CGI_10028505,0.191808991,0.14459053
CGI_10026700,-0.304685062,0.144627841
CGI_10006840,-0.182088895,0.144656692
CGI_10012280,-0.589503469,0.144656692
CGI_10018520,0.398261563,0.144656692
CGI_10023594,-0.649707684,0.144656692
CGI_10024433,-0.564866671,0.144656692
CGI_10019290,0.400447812,0.144894566
CGI_10003171,0.330427157,0.14491952
CGI_10006412,0.242378927,0.144965948
CGI_10020937,-0.522011728,0.145034712
CGI_10006497,0.568112177,0.14503495
CGI_10018829,0.282192693,0.145113215
CGI_10025851,0.439538054,0.145113215
CGI_10001823,0.249071459,0.145118397
CGI_10006210,0.195521477,0.145118397
CGI_10017716,0.268147239,0.145118397
CGI_10005863,-0.618581468,0.145237033
CGI_10028343,-0.23419504,0.145283018
CGI_10009015,-0.177503476,0.145456316
CGI_10011845,-0.662205864,0.145650871
CGI_10014114,-0.535512465,0.145650871
CGI_10009760,0.302737585,0.14569418
CGI_10028472,0.203306291,0.145738113
CGI_10025891,-0.192051934,0.145740238
CGI_10025532,0.302859862,0.14579564
CGI_10027126,0.385972934,0.14579564
CGI_10023380,0.284324892,0.145881256
CGI_10024200,0.603546938,0.145946311
CGI_10027811,-0.324674277,0.145956247
CGI_10016324,-0.448020842,0.145969496
CGI_10010622,-0.275882118,0.146000684
CGI_10024065,-0.227392917,0.146043768
CGI_10024112,0.218277971,0.146096287
CGI_10024734,0.268597499,0.146445106
CGI_10023728,0.22694071,0.146523726
CGI_10015059,-0.587749877,0.146555736
CGI_10019715,-0.388796247,0.146828573
CGI_10016333,-0.255310788,0.146837028
CGI_10000763,-0.638043783,0.146839194
CGI_10016631,-0.405387548,0.146841915
CGI_10010270,0.221885884,0.146900793
CGI_10006747,0.339139413,0.146950866
CGI_10018135,0.29036422,0.146950866
CGI_10013315,-0.345355692,0.146960657
CGI_10012580,0.362920726,0.146968234
CGI_10018051,0.271346771,0.146968234
CGI_10023136,-0.501230713,0.146968234
CGI_10008864,0.283519813,0.146976611
CGI_10026960,-0.6470063,0.146976611
CGI_10027813,-0.51862124,0.146976611
CGI_10006120,-0.207170152,0.147116125
CGI_10013256,-0.61077559,0.147408534
CGI_10027893,-0.305590681,0.147408534
CGI_10001584,-0.35116035,0.147433409
CGI_10022352,-0.647295196,0.147433409
CGI_10016491,0.29292597,0.147456891
CGI_10018381,0.242534224,0.147456891
CGI_10008108,-0.423506868,0.147521262
CGI_10023304,-0.302771759,0.1477518
CGI_10019668,-0.233825082,0.147850121
CGI_10004066,-0.475993602,0.147883628
CGI_10014676,-0.388054571,0.148036582
CGI_10016403,0.242872246,0.148105039
CGI_10018984,0.191679955,0.148105039
CGI_10008794,0.432657768,0.148109977
CGI_10019730,0.686003206,0.148116992
CGI_10012545,-0.429402273,0.148347729
CGI_10019917,0.503688266,0.148347729
CGI_10024852,0.217167489,0.148469565
CGI_10006723,-0.282112789,0.148544471
CGI_10012944,-0.390155226,0.148544471
CGI_10014157,0.255910816,0.148544471
CGI_10028256,-0.497802813,0.148584219
CGI_10015596,-0.316097615,0.148664164
CGI_10022296,0.623716427,0.148664164
CGI_10003766,-0.563591415,0.148690941
CGI_10005128,0.326522642,0.148755768
CGI_10025969,0.407859068,0.148755768
CGI_10008377,-0.63242256,0.14876096
CGI_10008511,-0.384570232,0.14876096
CGI_10008544,0.21450231,0.148782641
CGI_10015226,0.195100433,0.148782641
CGI_10005973,0.276853221,0.148918801
CGI_10016185,0.662799376,0.148918801
CGI_10021924,0.686841876,0.148918801
CGI_10022034,0.202303093,0.148918801
CGI_10028929,0.323522869,0.148918801
CGI_10007150,-0.610251636,0.149052916
CGI_10027412,-0.318814055,0.149052916
CGI_10020714,0.259868435,0.149111972
CGI_10004069,-0.311706119,0.14945561
CGI_10015391,-0.56688906,0.14949159
CGI_10006701,-0.248164994,0.149504997
CGI_10013530,0.201409989,0.149562074
CGI_10015414,-0.217302743,0.149562074
CGI_10001574,0.305559589,0.149650862
CGI_10000134,-0.275955954,0.149662877
CGI_10012100,-0.554573982,0.149662877
CGI_10011822,-0.437489118,0.14973834
CGI_10011659,-0.588557413,0.149774913
CGI_10017604,-0.23351181,0.149774913
CGI_10014687,-0.233846516,0.149832112
CGI_10008747,-0.347471757,0.150310624
CGI_10024172,-0.322497482,0.150353989
CGI_10015462,-0.248024475,0.150377674
CGI_10009565,0.246513798,0.150382215
CGI_10024522,0.49251892,0.150420029
CGI_10020381,-0.205024761,0.150509336
CGI_10017605,-0.263186246,0.150578704
CGI_10020609,-0.389218256,0.150851767
CGI_10009915,-0.562681592,0.151021557
CGI_10012544,0.219060893,0.151043084
CGI_10001505,-0.437310585,0.151052103
CGI_10002652,-0.345238051,0.151320524
CGI_10003507,0.670558439,0.151428566
CGI_10004133,-0.523146071,0.151557578
CGI_10012753,-0.292319487,0.151557578
CGI_10020785,0.261605582,0.151557578
CGI_10024023,0.393931757,0.151557578
CGI_10003154,-0.205432365,0.151575796
CGI_10012300,-0.41873585,0.151607234
CGI_10014905,0.499018605,0.151694264
CGI_10025670,-0.312497466,0.151694264
CGI_10027409,-0.443968134,0.151694264
CGI_10004376,-0.501054731,0.151823566
CGI_10007814,0.265595783,0.151884578
CGI_10018312,-0.519875534,0.151884578
CGI_10023767,0.216669448,0.151900109
CGI_10003631,0.448245446,0.151909392
CGI_10011081,0.194732402,0.152258921
CGI_10024558,-0.516572334,0.152551061
CGI_10020974,-0.209224883,0.152651332
CGI_10018538,0.414690337,0.152652912
CGI_10025371,-0.313094503,0.152699439
CGI_10004839,-0.232393155,0.152815527
CGI_10011064,0.199197883,0.152905118
CGI_10012996,-0.680218224,0.152905118
CGI_10024144,0.347931745,0.152905118
CGI_10006336,0.188030276,0.153032716
CGI_10020356,0.541383734,0.153118608
CGI_10028025,0.226096585,0.153144238
CGI_10026390,-0.244954591,0.153238878
CGI_10019755,-0.299146925,0.15328591
CGI_10018223,-0.214885082,0.153376881
CGI_10021761,-0.193338675,0.153463354
CGI_10022800,-0.480892929,0.153537682
CGI_10026559,0.281314246,0.153552392
CGI_10013418,0.659258905,0.153552437
CGI_10017715,-0.342103344,0.153560268
CGI_10011891,-0.348019707,0.153636019
CGI_10008203,-0.5262561,0.15365082
CGI_10024451,0.401355548,0.15365082
CGI_10028159,-0.437026567,0.15365082
CGI_10022433,-0.250881268,0.153952942
CGI_10008911,0.462424765,0.15408918
CGI_10000839,0.320550814,0.154104593
CGI_10003617,-0.309916895,0.154104593
CGI_10007951,0.636263784,0.154104593
CGI_10009348,0.267385626,0.154104593
CGI_10017631,-0.197229838,0.154104593
CGI_10020476,0.35761635,0.154338405
CGI_10019206,0.231967511,0.154502478
CGI_10006429,0.459096751,0.154551202
CGI_10003008,-0.558210195,0.154668088
CGI_10023998,-0.375144269,0.154690316
CGI_10021104,-0.305658343,0.154721879
CGI_10003194,-0.577700927,0.154818119
CGI_10003892,-0.351258517,0.154818119
CGI_10008598,-0.560325899,0.154818119
CGI_10021634,-0.254930193,0.154925662
CGI_10027193,-0.243785275,0.154925662
CGI_10027199,-0.262220025,0.154925662
CGI_10022132,0.34630448,0.154991561
CGI_10003415,-0.40679437,0.15503546
CGI_10020875,-0.609555067,0.155160592
CGI_10028276,-0.67862013,0.155160592
CGI_10010416,-0.265098097,0.155396394
CGI_10028868,-0.594424361,0.1557488
CGI_10023354,-0.298880549,0.155762012
CGI_10027334,-0.560470262,0.155790766
CGI_10013454,0.312273446,0.155805407
CGI_10022486,-0.668329901,0.155870624
CGI_10016808,0.253625062,0.15593301
CGI_10011176,0.232775116,0.1560192
CGI_10017009,-0.252442179,0.1560192
CGI_10026306,-0.30344701,0.1560192
CGI_10007065,0.28250639,0.156046054
CGI_10026623,0.370047706,0.156046054
CGI_10022349,-0.371233636,0.15607161
CGI_10022699,-0.203970871,0.15607161
CGI_10015294,-0.425772657,0.156171338
CGI_10016268,-0.663934037,0.156237016
CGI_10026936,-0.212433122,0.156313722
CGI_10002387,-0.586740772,0.156349378
CGI_10022466,0.367357839,0.156379464
CGI_10015979,0.301816012,0.156513639
CGI_10022826,0.29401874,0.156856176
CGI_10002285,0.514258662,0.157008506
CGI_10005005,0.626031072,0.157008506
CGI_10006576,0.479174112,0.157215579
CGI_10022938,0.474769254,0.157215579
CGI_10001699,-0.383296699,0.157223612
CGI_10003795,-0.277604821,0.157223978
CGI_10026411,-0.67584513,0.157223978
CGI_10012505,-0.420272751,0.157243611
CGI_10020634,0.250817076,0.157243611
CGI_10006928,0.576849943,0.157386776
CGI_10026250,0.374964045,0.157723056
CGI_10004472,-0.255387455,0.157785528
CGI_10003639,0.396891014,0.157820792
CGI_10017401,0.187128871,0.157856012
CGI_10023578,-0.191127686,0.157930659
CGI_10001396,-0.567175993,0.157944549
CGI_10003824,0.288099261,0.157944549
CGI_10015842,-0.625413612,0.157944549
CGI_10016900,-0.373955369,0.157944549
CGI_10020342,0.368451484,0.157944549
CGI_10021432,0.501244181,0.158048846
CGI_10022226,-0.652201354,0.158048846
CGI_10027411,-0.251399215,0.158048846
CGI_10021397,-0.232025609,0.158081883
CGI_10015990,0.23399792,0.158213919
CGI_10020660,0.234223622,0.158213919
CGI_10019390,0.241784274,0.158256162
CGI_10014107,0.229770174,0.158265256
CGI_10006709,0.467953358,0.158363081
CGI_10003122,-0.463382504,0.15841853
CGI_10017506,0.261184209,0.15841853
CGI_10008420,0.28744666,0.158456792
CGI_10008927,-0.572802296,0.158534283
CGI_10012200,0.309287803,0.15877692
CGI_10008849,-0.438095454,0.158889333
CGI_10012585,-0.264594135,0.158947122
CGI_10012934,-0.318544447,0.158947122
CGI_10023280,-0.432975752,0.159098149
CGI_10010390,0.289510435,0.159109463
CGI_10010545,0.670315902,0.159109463
CGI_10018103,-0.576206443,0.159109463
CGI_10026605,-0.163082043,0.159109463
CGI_10001193,-0.65379483,0.159223133
CGI_10024996,-0.234588283,0.159223133
CGI_10027243,-0.271267375,0.159223133
CGI_10028465,-0.590418052,0.159223133
CGI_10019654,-0.211431173,0.15925592
CGI_10022164,-0.242215279,0.159358936
CGI_10017969,-0.291598946,0.159613101
CGI_10012978,-0.513000905,0.159680027
CGI_10007181,-0.324694871,0.159704373
CGI_10009379,0.277365547,0.159807098
CGI_10003943,0.378413849,0.159892665
CGI_10001336,-0.415589065,0.159928267
CGI_10005194,-0.491688105,0.159928267
CGI_10011530,-0.67231698,0.159928267
CGI_10014354,0.527705474,0.159928267
CGI_10016366,-0.357312532,0.159928267
CGI_10023562,-0.655340881,0.159928267
CGI_10010528,0.289342414,0.159983835
CGI_10028110,-0.374187928,0.159990534
CGI_10028423,-0.593124207,0.159990534
CGI_10017178,-0.525652293,0.160113808
CGI_10012587,-0.304339195,0.160348481
CGI_10015202,0.175775726,0.160348481
CGI_10008684,0.197686412,0.160384324
CGI_10015061,-0.205873866,0.160458406
CGI_10013590,-0.378965156,0.16048124
CGI_10026239,0.167528215,0.160724256
CGI_10005486,-0.375558624,0.16083316
CGI_10007631,-0.359269095,0.160899737
CGI_10022507,0.383712896,0.161352508
CGI_10015187,-0.189180088,0.161603347
CGI_10020547,-0.227591873,0.161603347
CGI_10020861,0.272043625,0.161603347
CGI_10024572,-0.305527297,0.161603347
CGI_10011788,-0.404134642,0.161619615
CGI_10000915,0.600620713,0.161707161
CGI_10003780,-0.328862285,0.161747014
CGI_10018514,-0.663424131,0.161747014
CGI_10024276,-0.306852999,0.161747014
CGI_10017945,-0.546782941,0.161748238
CGI_10023328,0.444257437,0.161748238
CGI_10027888,-0.337957199,0.161754778
CGI_10019818,-0.54906109,0.161941886
CGI_10006301,0.287962434,0.162034947
CGI_10022742,-0.183739394,0.162120391
